OPENADMET_LOGAC50_cyp2j2,OPENADMET_LOGAC50_cyp3a4,OPENADMET_LOGAC50_cyp1a2,OPENADMET_LOGAC50_pxr,OPENADMET_LOGAC50_cyp2d6,OPENADMET_LOGAC50_cyp2c9,OPENADMET_LOGAC50_ahr
,,7.03,,,,
,,,,,,5.42
,5.4,,,5.16,4.77,
,,4.54,,6.48,,
,5.06,,,,5.31,
,4.8,4.5,,4.5,,
,6.0,4.9,,5.1,6.5,
,,5.1,,,,
,,5.92,,,,
,4.6,4.8,,,,
,5.5,,,,,
,4.4,,,,,
,,5.4,,,,
,5.5,5.8,,6.1,6.0,
,4.68,,,,,
,,,,,5.65,
,,,,5.5,5.3,
,5.0,6.05,,5.5,5.4,
,5.24,,,,4.97,
,5.64,,,,,
,,,,4.8,4.91,
,5.05,4.95,,4.8,5.65,
,,,,,5.15,
,,,,,4.95,
,4.85,4.6,,4.85,4.8,
,,,,,5.87,
,4.6,,,,,
,4.8,6.0,,4.4,4.4,
,,6.4,,,,
,5.1,6.0,,5.5,,
,5.15,4.8,,,4.65,
,,,,4.92,,
,,4.6,,,,
,4.744999999999999,,,,6.64,
,4.13,,,5.296666666666667,4.96,
,,,,,5.4,
,5.85,,,5.0,5.65,
,,5.05,,,4.95,
,4.72,,,,,
,5.1,,,,,
,4.8,,,,,
,5.2,6.2,,4.7,,
,,,,,4.58,
,4.95,,,,5.0,
,4.7,6.1,,,,
,4.7,6.0,,4.6,4.6,
,4.9,,,,,
,5.11,6.34,,5.05,5.765000000000001,
,5.17,,,,,
,,5.45,,,5.55,
,4.9,,,,,
,5.45,4.85,,,5.45,
,5.6,4.8,,,,
,,,,5.55,,
,,4.6,,5.0,4.5,
,4.5,,,,,
,4.4,4.9,,,5.5,
,4.4,,,,,
,5.400000000000001,6.0,,,,
,5.0,,,,,
,4.6,,,,,
,4.8,,,4.5,5.2,
,,5.8,,,4.7,
,4.82,,,,,
,5.16,,,,4.96,
,5.34,5.11,,5.08,5.14,
,,5.5,,,,
,,,4.95,,,
,4.7,,,5.7,,
,4.5200000000000005,5.4,,5.0,4.8,
,7.0,,,,,
,,4.75,,,4.65,
,,,,5.47,5.24,
,5.0,5.0,,4.85,,
,5.7,5.1,,5.5,5.0,
,4.9,4.9,,,4.6,
,4.7,,,,,
,,5.6,,,,
,4.85,,,,,
,,,,,6.7,
,4.9,,,4.5,,
,4.9,,,,,
,,,,5.1,4.9,
,5.8,4.6,,4.9,6.2,
,,,,5.02,,
,,5.1,,5.0,,
,4.5,5.85,,,,
,,5.7,,5.0,5.75,
,5.05,,,,,
,5.39,,,,,
,5.0,4.55,,4.85,5.65,
,5.64,,,,,
,,4.6,,,4.8,
,5.9,,,,5.5,
,,5.8,,4.9,,
,,,,5.52,,
,5.7,4.8,,5.2,,
,,5.0,,,4.6,
,5.400000000000001,,,,,
,5.0,,,,,
,5.1,,,,,
,5.2,,,5.2,5.2,
,,,,5.3,5.2,
,4.46,,,,,
,5.400000000000001,,,5.5,,
,5.0,,,7.4,,
,,,,5.4,,
,,,,5.5,4.4,
,5.3,5.15,,4.65,5.05,
,,,,7.7,,
,,,,,5.3,
,5.0,,,,,
,,,,,5.62,
,,4.85,,,,
,5.400000000000001,,,,,
,5.0,,,,,
,4.8,,,,,
,5.0249999999999995,5.466666666666666,,,6.0,
,,5.4,,,4.9,
,5.835,,,,,
,4.64,5.7,,,,
,,,,5.47,,
,5.35,,,,5.45,
,5.8,,,,,
,,,,5.38,,
,6.05,,,,,
,,,,5.3,,
,6.0,4.7,,,5.7,
,5.8,4.9,,4.8,,
,4.6,,,,,
,,5.5,,,6.4,
,,,6.05,,,
,4.92,5.82,,4.85,,
,5.5,,,,,
,4.75,5.15,,4.8,5.05,
,,6.0,,,,
,5.6,5.35,,,5.6,
,,,6.025,,,
,7.22,,,,,
,5.666666666666667,5.5,,4.5,4.666666666666667,
,4.6,,,,,
,,,,,4.6,
,,,,,4.95,
,5.85,4.8,,4.8,4.95,
,5.36,,,4.32,4.99,
,4.85,4.9,,,,
,4.65,4.85,,,4.9,
,4.9,,,,,
,5.7,5.1,,5.0,6.3,
,5.1,,,,,
,5.5,,,,,
,,,,5.14,5.85,
,,,,4.46,,
,4.8,,,,5.35,
,4.9,4.6,,4.4,4.9,
,4.89,,,6.72,,
,5.48,,,,,
,,,5.46,,,
,5.3,4.6,,,5.65,
,5.25,,,5.0,4.8,
,4.5,,,,,
,5.85,,,,,
,5.35,,,5.4,5.6,
,,,,,5.4,
,7.16,,,,,
,6.12,,,,,
,5.58,,,,,
,6.599999999999999,,,,,
,5.0,5.4,,6.9,,
,5.28,,,,,
,4.95,5.3,,,5.1,
,5.03,,,,,
,7.7,,,7.0,,
,5.7,,,,,
,,,7.153333333333333,,,
,,6.3,,,,
,5.3,,,,5.3,
,,6.75,,,,
5.6,,,,,,
,,,,,4.75,
,5.67,,,6.35,4.94,
,5.5,5.1,,,,
,6.0,6.5,,6.3,,
,,5.9,,4.9,4.95,
,5.96,,,,,
,5.900000000000001,,,4.4,4.7,
,,5.9,,,,
,,5.5,,,5.4,
,5.0,6.0,,,6.2,
,5.599999999999999,7.0,,4.5,7.0,
,,5.5,,5.6,,
,,,,5.1,5.5,
,4.4,,,,,
,,4.85,,,5.0,
,4.85,5.95,,4.8,5.0,
,5.47,,,6.16,,
,5.7,5.9,,4.6,,
,,,,6.5,,
,,,,4.55,5.65,
,,5.0,,,,
,,,,6.61,,
,5.0175,4.56,,4.25,5.115,
,4.85,,,,5.15,
,,,,7.35,,
,5.7,,,,,
,,,,,,6.66
,,,,,5.0,
,5.400000000000001,5.8,,,,
,,4.4,,,,
,6.5,,,,,
,,5.05,,,,
,4.55,4.8,,,4.6,
,5.900000000000001,6.1,,5.0,6.3,
,,,5.17,,,
,4.795,,,,4.640000000000001,
,,5.2,,4.8,4.8,
,5.4,,,,,
,4.99,,,5.47,,
,,,,,5.01,
,4.7,,,,,
,5.31,,,,,
,5.85,,,,5.37,
,5.0,4.6,,,,
,5.5,,,,,
,,,,5.1,4.800000000000001,
,6.0,,,,,
,,5.05,,,4.6,
,4.86,,,,,
,5.5,5.35,,4.8,5.1,
,5.05,4.7,,,,
,4.8,6.4,,,,
,6.400000000000001,,,,5.4,
,4.85,5.7,,,4.4,
,,4.5,,4.4,,
,5.1,5.4,,5.2,,
,,5.2,,,,
,,,,,5.5,
,5.45,5.0,,6.5,4.8,
,,4.51,,,,
,,5.0,,,6.7,
,,5.65,,,4.75,
,5.7,,,4.55,5.55,
,,,,5.1,5.45,
,6.05,,,4.85,5.5,
,4.8,,,,5.6,
,6.099999999999999,4.9,,4.9,5.4,
,5.77,,,,,
,6.0,,,,,
,,6.0,,,,
,5.3,,,,5.3,
,5.4,,,,,
,4.8,,,,,
,,6.0,,,,
,,,,,5.68,
,4.95,5.05,,,5.35,
,5.92,,,,,
,4.4,,,,,
,,,,5.7,4.85,
,5.5,,,,5.5,
,5.7,5.4,,,5.25,
,,,,,4.85,
,4.9,4.85,,6.5,5.05,
,,,,,5.4,
,4.9,,,4.7,,
,,4.4,,,,
,,,,4.47,,
,,,,,5.3,
,,,,5.296,,
,,,,5.5,,
,4.9,4.8,,,5.4,
,,6.52,,,5.89,
,6.96,,,,,
,5.41,,,,5.55,
,,6.3,,,,
,,,,,5.4,
,6.55,4.8,,4.85,5.3,
,,,6.609999999999999,,,
,,,,4.8,,
,4.77,,,,,
,8.51,,,,,
,,,,,5.68,
,5.1,5.5,,4.75,,
,4.89,4.96,,,4.33,
,4.6,4.55,,,,
,5.599999999999999,5.1,,,5.5,
,,4.8,,,,
,,,,,,6.66
,6.33,,,,,
,4.9,6.2,,,,
,5.529999999999999,,,,,
,4.19,4.8,,,,
,,4.9,,,5.4,
,4.7,5.6,,4.6,,
,,,,4.9,5.2,
,5.45,5.45,,4.85,5.35,
,6.1,,,4.550000000000001,5.1,
,5.4,,,,,
,4.6,,,,,
,5.95,,,,,
,,,,,6.0,
,4.7,4.8,,4.6,4.5,
,5.89,,,,5.37,
,5.45,6.05,,,5.0,
,5.7,,,,,
,4.68,,,,,
,5.900000000000001,5.5,,4.4,4.9,
,4.755,,,,,
,,5.1,,,,
,,,,,4.9,
,4.5,,,,,
,4.85,5.45,,6.0,4.95,
,5.5,5.6,,,5.9,
,4.55,,,,4.75,
,4.8,4.8,,,,
,4.5,,,,,
,,,,,6.24,
,4.85,4.9,,,5.7,
,,5.1,,5.1,,
,5.0,5.85,,,5.15,
,5.52,,,,,
,4.9,,,,,
,,,,,,5.275
,4.08,,,,,
,,5.5,,,5.2,
,,4.85,,,4.85,
,4.9,4.5,,,5.3999999999999995,
,4.5,6.0,,4.8,,
,4.8,,,,4.9,
,5.2,,,,5.45,
,5.01,,,,,
,5.3,,,,,
,,,,4.825,6.1,
,4.8,,,,,
,5.35,,,4.8,5.2,
,4.4,,,,,
,,4.9,,,,
,4.5,,,,4.6,
,,5.99,,,,
,,,,,4.4,
,,,5.96,,,
,4.6,,,4.7,,
,5.0,5.2,,4.8,4.6,
,5.75,4.95,,,6.35,
,4.92,,,,,
,5.466666666666666,,,5.55,5.5,
,,,,5.17,,
,,,6.2,,,
,5.1,5.7,,4.4,4.7,
,6.2,,,,,
,4.85,4.55,,,,
,5.4,,,,,
,5.41,,,,,
,7.4,,,,,
,5.14,,,,,
,,5.5,,,,
,5.45,,,,,
,4.6,4.7,,4.75,4.7,
,5.87,,,,,
,5.3,,,,,
,5.0,4.5,,,4.9,
,5.6,,,,,
,,,,,,5.45
,5.3,,,,5.0,
,,,,4.68,,
,5.1,,,,,
,,5.4,,,6.5,
,,6.3,,,,
5.89,,,,,,
,6.16,,,,,
,4.4,5.2,,,4.55,
,4.58,,,4.53,4.9,
,4.9,,,,,
,,4.75,,,,
,,4.8,,4.7,5.15,
,6.57,,,5.09,,
,4.9,4.5,,,,
,5.400000000000001,,,6.1,5.4,
,,4.11,,,,
,5.599999999999999,4.8,,,5.5,
,5.5,5.7,,4.5,5.2,
,5.1,4.7,,5.45,,
,6.21,,,,6.49,
,5.4,5.45,,4.85,4.75,
,4.47,,,,,
,5.900000000000001,5.8,,4.5,6.3,
,,,,,4.9,
,4.8,5.65,,,,
,,,,,4.7,
,4.4,,,,,
,,,6.648000000000001,,,
,5.900000000000001,,,4.9,5.0,
,6.425,,,,,
,4.4,6.2,,4.95,5.25,
,,6.1,,,,
,,5.4,,5.6,5.8,
,,,,,5.0,
,,,,5.27,5.54,
,4.6,5.0,,,5.2,
,4.635,,,,,
,5.06,,,,,
,4.896666666666667,,,,,
,4.6,5.35,,7.15,4.8,
,5.77,,,,,
,,,,,4.85,
,,5.4,,,,
,5.25,,,,,
,5.3,,,,,
,,7.3,,,,
,,,,,5.35,
,,,,5.75,,
,6.4399999999999995,,,5.12,6.31,
,5.9,,,,,
,4.4,,,,5.5,
,5.0,4.8,,,4.4,
,,,,5.4,5.5,
,4.65,5.9,,,5.6,
,4.85,,,,4.85,
,5.2,,,,,
,7.0,,,,,
,,6.12,,,,
,5.2,4.8,,,,
,5.45,4.8,,,8.25,
,5.400000000000001,,,,,
,4.08,,,5.28,4.77,
,4.8,6.2,,,,
,5.7,4.8,,4.4,5.1,
,5.52,,,,,
,4.52,,,5.43,,
,,,,,5.165,
,6.0,4.5,,,4.6,
,5.17,,,4.67,5.81,
,,,,5.09,,
,,,,4.82,,
,4.8,,,,,
,4.9,5.0,,5.0,5.4,
,,,,,4.52,
,,,5.3,,,
,,6.92,,5.1,,
,,,,4.7,,
,5.89,6.1,,5.635,4.0,
,5.15,,,,5.9,
,,,,,,8.82
,5.3,,,4.72,,
,4.7,,,,,
,5.0,,,,,
,5.68,,,,4.41,
,6.3,4.4,,,4.7,
,,4.9,,,,
,5.21,,,,,
,5.1,,,,,
,4.7,,,,,
,5.8,4.66,,6.16,5.57,
,6.6,4.75,,4.85,4.9,
,4.8,,,5.4,4.4,
,4.71,,,,4.61,
,5.95,,,4.75,6.65,
,,5.6,,,,
,6.04,,,,,
,,,,5.96,,
,5.8,7.0,,4.8,,
,5.5,,,,,
,5.0,,,,,
,,,5.88,,,
,5.5,,,5.0,6.0,
,,,7.5,,,
,,5.35,,,,
,4.9,4.8,,,,
,,5.5,,,5.0,
,,,,,,8.6
,,5.5,,,4.85,
,8.3,,,,,
,5.1,5.6,,4.5,,
,,5.15,,,4.95,
,5.7,4.8,,5.0,6.2,
,4.6,,,,4.75,
,,,,5.1,,
,5.0,,,,5.6,
,5.5,6.4,,4.9,6.0,
,,,,5.96,,
,,7.71,,,,
,,,,,6.3,
,,5.55,,,4.75,
,,5.05,,,4.65,
,4.8,5.0,,4.9,4.9,
,5.1,6.0,,,5.7,
,5.35,5.4,,6.55,,
,,,,4.4,,
,5.51,8.05,,7.05,,
,4.65,4.9,,4.85,7.45,
,6.7,,,,,
,5.0,4.85,,,6.8,
,,6.1,,,4.7,
,,5.65,,,5.8,
,6.21,,,,,
,,5.4,,5.5,5.2,
,4.37,,,,,
,4.48,,,,,
,5.1,,,,,
,7.1,,,,,
,4.9,,,4.45,4.6,
,,,,,5.05,
,5.4,,,,,
,5.17,,,,,
,5.05,5.6,,,,
,5.4,5.3,,,6.2,
,,4.85,,,,
,,6.2,,5.85,,
,4.58,,,,,
,,5.3,,,,
,,,,,5.55,
,,5.1,,,,
,5.7,,,,,
,5.64,,,,,
,4.55,,,,,
,4.9,,,,,
,6.400000000000001,6.3,,7.3,7.0,
,,,,,5.0,
,4.5,5.4,,,,
,,,,,5.8,
,,6.6,,,,
,4.9,4.9,,,,
,,,,6.13,,
,5.3,4.7,,4.6,5.7,
,7.0,,,,,
,5.15,5.4,,5.25,5.35,
,5.35,4.75,,,4.85,
,,5.06,,,,
,5.6,,,5.2,5.05,
,5.35,4.65,,4.85,7.1,
,4.8,,,,,
,,4.6,,,4.95,
,5.400000000000001,5.0,,4.4,,
,,,,,5.47,
,6.25,5.0,,5.5,5.6,
,4.91,,,6.16,,
,4.9,,,4.6,4.5,
,5.45,,,4.85,5.15,
,,5.7,,,,
,,4.9,,,,
,4.5,,,,,
,,,,,4.5,
,,4.6,,,,
,5.400000000000001,,,4.9,5.0,
,4.654999999999999,,,4.8,5.85,
,,,,,4.8,
,5.82,,,,4.46,
,4.65,,,,5.05,
,4.97,,,,,
,6.5,7.2,,,,
,5.400000000000001,,,,,
,,5.5,,5.9,,
,5.7,4.6,,4.5,,
,4.8,5.6,,4.6,4.9,
,6.1,4.85,,5.65,4.85,
,,5.7,,,6.55,
,4.8,,,,,
,,5.21,,,,
,,4.85,,,,
,5.900000000000001,4.9,,6.9,,
,,,,,5.0,
,6.42,,,,,
,4.6,4.8,,5.1,,
,4.85,4.4,,4.75,,
,,,,4.4,4.7,
,,,,,5.62,
,4.4,,,4.3,4.09,
,4.9,6.3,,5.5,5.45,
,4.9,5.2,,,4.7,
,,4.9,,,,
,6.599999999999999,4.7,,4.8,,
,5.8,,,,,
,4.9,4.8,,4.5,,
,,,,4.4,,
,,,5.883333333333333,,,
,,7.21,,5.43,,
,6.54,,,,,
,4.85,4.85,,5.5,4.4,
,5.900000000000001,5.6,,4.4,5.4,
,,4.55,,,,
,6.6,,,,,
,5.5,,,,4.75,
,5.12,,,,,
,5.0,,,,,
,,7.795,,,,
,5.2,,,5.1,,
,,6.15,,5.3,,
,,,,,4.46,
,4.85,5.85,,4.85,6.15,
,4.5,5.5,,,4.8,
,,,,,,9.35
,5.5,4.55,,5.75,7.5,
,5.2,4.9,4.75,5.4,4.4,
,5.599999999999999,4.5,,,4.5,
,,,,,8.28,
,5.5,,,4.6,4.7,
,,,,,5.48,
,5.9,5.4,,4.8,5.5,
,,,6.126666666666666,,,
,5.9,,,,,
,,,,,7.0,
,4.9,5.65,,5.8,4.85,
,4.8,6.7,,,5.3,
,,,6.0,,,
,4.6,4.4,,,,
,5.5,5.6,,4.7,6.0,
,5.3,,,5.1,,
,4.8,6.0,,4.9,,
,5.8,,,,5.9,
,4.6,,,,,
,5.43,,,,,
,6.2,7.6,,5.5,,
,6.099999999999999,4.8,,,4.9,
,5.4,,,,,
,4.8,,,,4.4,
,,6.0,,4.4,5.9,
,4.5,,,,,
,5.1,,,,,
,4.7,,,,,
,5.02,,,,4.68,
,6.0,,,5.77,,
,4.5,,,,4.4,
,,,,,4.766666666666667,
,,6.0,,,4.8,
,,,,5.48,,
,5.25,4.8,,,4.4,
,,6.1,,5.8,,
,,,,5.115,,
,,,,5.5,,
,4.43,,,,4.33,
,5.7,,,,,
,5.7,,5.525,,5.7,
,5.2,5.25,,,5.65,
,4.8,,,,,
,5.3,,,4.5,5.45,
,,,,,5.08,
,5.0,,,4.7,4.7,
,,6.52,,5.24,,
,5.41,,,,,
,,,,,5.15,
,4.75,6.75,,,,
,,6.5,,,,
,,,,6.08,,
,5.400000000000001,5.6,,,,
,4.68,,,4.8,5.3,
,,,,5.4,5.3,
,,,,,5.38,
,4.5,,,,,
,4.4,4.85,,,5.0,
,,4.9,,4.9,,
,5.8100000000000005,,,,,
,4.8,4.85,,,4.8,
,,,,7.52,7.52,
,,,,5.7,,
,,,,,4.8,
,5.5,6.05,,4.6,,
,,,,,5.0,
,4.6,,,4.7,,
,7.14702380952381,4.793333333333333,4.72,4.748333333333333,4.78125,
,5.7,5.5,,4.5,6.1,
,4.8,,,,5.3,
,5.4,5.6,,5.6,5.25,
,5.3,5.4,,4.6,5.8,
,6.5,,,,,
,5.05,5.2,,,4.95,
,6.92,,,,,
,5.5,4.85,,,,
,5.15,,,5.1,,
,,,,,4.75,
,5.0,,,4.8,,
,4.8,,,,,
,5.47,,,,5.31,
,4.65,,,8.25,,
,6.7,,,,,
,,5.4,,4.5,,
,,,,,4.64,
,,,4.66,,,
,4.21,,,4.48,,
,5.5,4.8,,,,
,4.8,4.8,,4.9,,
,,6.1,,,,
,4.6,,,,,
,5.2,5.1,,6.6,4.8,
,4.8,,,,,
,5.44,,,,,
,5.68,,,,,
,,5.05,,,,
,5.15,5.3,,,5.95,
,4.8,5.4,,4.7,5.0,
,,,,7.05,,
,4.6,4.4,,4.5,,
,,5.7,,,,
,4.95,,,,,
,4.8,,,4.9,4.95,
,5.5,5.1,,5.7,5.6,
,,,,5.85,,
,4.9,6.3,,,,
,,,,,7.0,
,7.0,5.1,,4.8,5.6,
,4.9,,,5.1,4.4,
,6.0,5.5,,,6.05,
,5.2,5.8,,6.0,,
,,,,4.8,6.25,
,5.400000000000001,5.4,,,4.4,
,4.92,,,,,
,4.65,,,,,
,4.8,,,5.9,,
,4.6,5.2,,5.0,4.4,
,,,6.716666666666666,,,
,4.8,,,,,
,,,,,4.52,
,,,,6.763333333333333,,
,5.400000000000001,5.6,,,,
,4.4,4.9,,,,
,,4.65,,,4.7,
,6.0,7.1,,5.0,,
,,5.75,,,,
,4.771428571428571,6.4,,4.833333333333333,,
,,,,4.4,,
,,,,,6.5,
,5.15,,,,4.8,
,,,,,,5.19
,,,,,5.24,
,,,,5.4,,
,4.05,,,,,
,,5.05,,,4.75,
,4.7,,,,,
,5.1,5.6,,4.55,,
,,,,5.1,,
,4.5,,,4.75,5.4,
,,5.5,,,,
,4.7,,,,,
,,5.5,,,5.65,
,5.38,,,,,
,5.1,,,,,
,4.65,5.1,,,,
,5.0,,,,4.4,
,5.35,5.35,,5.0,,
,,5.3,,,5.15,
,,,,6.28,,
,5.400000000000001,5.4,,5.5,5.6,
,5.35,,,,,
,5.8,5.9,,5.5,5.4,
,,,,5.16,,
,4.5,,,,,
,4.8,5.45,,4.7,4.9,
,6.2,4.9,,5.0,5.0,
,5.54,,,,,
,5.0,5.3,,,,
,4.65,5.1,,4.85,4.85,
,4.8,,,,5.7,
,5.400000000000001,5.6,,,,
,5.0,,,,,
,,,,5.92,,
,5.4,4.85,,5.1,5.55,
,,5.6,,,5.75,
,,6.1,5.0,,,
,4.6,,,,,
,6.15,6.42,,,5.82,
,,,,,5.7,
,,,,,4.85,
,,4.8,,,5.15,
,4.62,,,,4.8,
,4.8,5.4,,4.6,,
,,5.3,,,5.1,
,5.95,,,,5.85,
,,5.5,,5.6,5.4,
,5.0,7.0,,4.5,4.7,
,4.63,,,,,
,5.5,,,5.6,,
,5.6,5.52,4.9399999999999995,,,
,5.05,6.3,,4.8,4.75,
,5.5,,,4.9,4.4,
,5.599999999999999,5.6,,5.0,5.7,
,4.77,,,4.52,,
,,5.7,,,,
,4.54,,,,,
,,4.5,,,5.35,
,4.52,,,,,
,5.3,4.8,,,,
,6.55,,,,,
,4.66,,,4.04,5.7,
,,,,6.52,,
,5.900000000000001,5.3,,5.2,,
,5.7,,,,,
,4.7,,,4.5,7.6,
,4.4,5.4,,4.9,,
,,5.4,,,5.5,
,,5.7,,6.5,,
,,,,5.54,,
,5.400000000000001,,,5.5,,
,5.25,5.75,,4.65,,
,4.8,,,,,
5.38,,,,,,
,5.88,,,,,
,5.75,,,,,
,6.11,,,,,
,4.5,,,,,
,5.8,6.45,,,,
,6.47,5.01,,5.89,5.64,
,5.44,5.03,,7.7,6.34,
,6.05,,,,,
,,,,,6.44,
,5.2,6.6,,,,
,4.9,5.0,,,4.95,
,4.5,5.0,,4.9,,
,4.65,5.1,,4.7,5.35,
,,,,4.52,,
,6.0,4.8,,5.6,5.05,
,5.400000000000001,5.6,,4.6,6.4,
,5.0,7.0,,4.9,4.4,
,,,,,4.85,
,,4.6,,5.05,,
,,,,,,9.52
,5.3,,,,5.5,
,6.7,5.1,,5.0,5.8,
,,,,,5.1,
,4.7,5.85,,,,
,5.0,6.1,,4.7,,
,5.05,,,,,
,,,6.2,,,
,,,,,4.03,
,,5.4,,,,
,5.1,,,,5.8,
,5.400000000000001,,,,,
,4.8,4.4,,7.4,,
,4.8,4.6,,4.7,,
,4.6,,,,,
,5.5,4.8,,4.8,,
,4.95,5.15,,,5.15,
,5.15,5.95,,5.35,4.85,
,,5.67,,,,
,5.8,4.8,,4.9,4.9,
,4.5,,,,,
,4.77,,,,,
,,,,,4.4,
,4.9,4.95,,,5.0,
,5.9,,,,,
,6.099999999999999,5.3,,,,
,,,,,6.05,
,5.15,4.85,,4.8,4.95,
,4.9,,,,5.7,
,4.8,5.1,,,,
,4.55,4.55,,4.6,5.1,
,,,,4.72,,
,,4.8,,,,
,5.95,,,4.85,5.5,
,5.335,,,,,
,,,,,5.77,
,5.55,6.05,,,5.55,
,5.95,6.25,,5.95,6.25,
,6.099999999999999,5.9,,5.6,6.3,
,5.8,4.8,,4.9,,
,5.3,4.85,,5.55,5.75,
,4.7,4.6,,,,
,,,,5.4,,
,,4.6,,,,
,,5.1,,6.0,,
,5.3,,,,,
,5.1,5.05,,,5.1,
,5.1,,,,,
,4.6,,,,,
,4.6,,,,,
,,4.85,,,4.7,
,5.599999999999999,,,,5.9,
,,,,,5.15,
,,4.5,,5.6,,
,,5.75,,,5.8,
,5.4,4.9,,,5.6,
,,,,7.26,,
,6.96,,,,,
,5.400000000000001,,,5.5,5.6,
,,,,4.9,,
,5.0,6.6,,4.7,,
,,,5.7,,,
,5.5,,,,,
,5.46,,,,5.47,
,,,4.3,,4.7,
,,,,,5.66,
,,,,,5.5,
,4.65,4.8,,,,
,,,,7.8,,
,,7.68,,,,
,4.4,,,,,
,4.75,4.85,,4.6,5.45,
,5.5,,,,5.33,
,4.9,4.5,,,,
,5.3,5.4,,7.9,,
,5.65,4.5,,4.8,5.35,
,5.08,,,,,
,,5.45,,,5.8,
,4.89,,,,,
,4.8,5.15,,5.45,4.55,
,5.599999999999999,5.8,,4.8,5.9,
,5.0,7.766666666666667,,4.5840000000000005,,
,5.400000000000001,5.3,,4.8,,
,5.599999999999999,5.4,,,4.9,
,5.9,,,,,
,,4.65,,,4.85,
,4.7,,,,,
,6.62,,,,,
,,4.58,,,5.85,
,5.5,6.1,,5.5,6.0,
,,4.65,,,4.5,
,4.8,,,,,
,4.64,,,,,
,,,,5.37,,
,5.18,,,,,
,4.65,5.0,,4.8,4.75,
,5.1,,,,,
,4.9,,,,,
,,5.46,,,,
,5.05,5.45,,5.9,5.3,
,4.52,,,4.52,,
,5.92,,,6.09,,
,6.84,,,,,
,,5.7,,,,
,,6.35,,,5.7,
,,,,,6.7,
,,,,,5.39,
,5.400000000000001,5.3,,,,
,4.9,5.4,,,6.0,
,4.6,4.8,,,,
,5.65,4.65,,4.41,7.52,
,,4.4,,,,
,,,,6.0,4.8,
,5.400000000000001,,,,,
,,4.4,,4.766666666666667,,
,5.35,4.8,,,4.7,
,,,,,5.68,
,5.25,4.85,,,5.1,
,,,4.975,,,
,5.2,4.8,,,5.1,
,4.85,4.8,,,4.4,
,5.0,5.24,,5.5,5.0,
,5.7,,,,5.5,
,,4.6,,,,
,4.6,,,,,
,5.45,,,,5.15,
,,,,,4.98,
,,5.6,,,5.5,
,5.7,4.7,,,4.6,
,5.2,4.75,,,5.6,
,4.85,5.1,,,,
,5.0,5.4,,6.8,,
,6.0,,,,,
,,,,6.5,4.8,
,4.8,6.0,,,4.4,
,5.25,,,,5.6,
,5.03,,,,,
,6.6,4.7,,4.7,5.89,
,,5.15,,,,
,4.8,,,,4.9,
,5.15,,,,5.4,
,4.8,4.6,,,,
,5.1675,,,,,
,,,,5.96,,
,6.0,,,,,
,4.9,,,,,
,4.9,,,,,
,4.6,,,,,
,4.6,5.6,,,,
,,,,6.1,,
,5.25,,,,,
,,,,4.94,,
,,,,,5.37,
,,7.54,,,,
,4.85,6.25,,,7.35,
,,,,4.9,5.5,
,5.400000000000001,5.4,,,7.0,
,4.55,,,,,
,5.2,5.9,,5.5,5.2,
,,,,,,5.26
,5.0,,,,,
,4.62,,,,5.1,
,5.85,,,,,
,,,,,4.75,
,6.15,4.85,,,,
,5.5,4.9,,5.1,5.75,
,,5.95,,4.5,6.3,
,,,,5.2,,
,4.62,,,,,
,6.1,,,,,
,5.5,5.5,,5.8,5.8,
,5.0,,,,5.0,
,,,,,,5.47
,,5.14,,,,
,6.09,,,,,
,5.1,,,,,
,4.7,4.85,,4.85,5.05,
,,,,,,6.46
,,,4.8999999999999995,,,
,4.6499999999999995,4.5,,4.4,4.5,
,4.95,6.1,,,4.9,
,4.9,4.5,,,4.6,
,4.75,,,,5.1,
,6.1,,,,4.75,
,4.75,5.2,,,5.4,
,,,4.3,,5.7,
,5.29,,,,,
,,6.0,,6.4,,
,5.4,,,6.0,,
,,,,,,4.7
,,5.0,,,,
,,,,,4.68,
,6.3,5.8,,5.4,6.0,
,4.27,,,4.27,4.27,
,4.8,5.3,,,,
,4.96,,,,,
,,7.21,,,,
,4.9,5.3,,4.8,4.75,
,,,,4.82,,
,4.6,4.85,,4.85,5.7,
,,6.05,,,5.4,
,5.55,,,,,
,,,,5.52,,
,5.3,,,,,
,,,,5.75,4.4,
,5.43,,,,,
,5.3,,,,,
,,,5.96,,,
,,4.8,,,4.45,
,4.75,,,,,
,4.8,,,6.0,,
,5.3,4.9,,,,
,,,,,4.7,
,4.75,5.45,,,6.0,
,,,,5.95,,
,,,,,4.75,
,5.95,4.6,,4.8,4.85,
,4.05,,,,4.38,
,,5.6,,,,
,4.925,,,5.966666666666666,,
,4.4,,,,,
,5.4,,,,,
,5.1,5.3,,,5.5,
,6.7,,,4.3,,
,4.44,,,,,
,,5.5,,,,
,5.0,5.72,,,5.25,
,4.7,,,,,
,5.400000000000001,,,5.9,,
,4.9,,,,,
,4.8,5.7,,4.4,,
,4.02,5.02,,4.23,,
,4.9,,,,5.45,
,4.4,4.8,,,,
,4.8,4.85,,,,
,,,,5.66,,
,,4.85,,,,
,5.7,,,5.95,5.85,
,5.82,,,5.82,,
,5.0,,,,,
,5.45,,,,5.55,
,4.59,,,4.8,4.91,
,5.400000000000001,,,,5.4,
,5.6,,,,5.55,
,,,,5.6,,
,5.1,5.4,,,4.4,
